Latitude,Longitude,name,description,desc
32.260840506732656,103.44718133697468,,,
44.39649793820013,120.35756205249562,Courbe 1,,
39.989079868147265,100.43884262237471,Courbe 2,,
37.70295143654747,94.94469683744516,Courbe 3,,
31.37710172088233,104.01522270376961,Courbe 5,,
28.53018015986425,115.31721713420274,Courbe 6,,
24.657130472656092,108.30747074860645,Courbe 7,,
22.16909790474482,114.11416756016419,Hong Kong,,
36.47248071974508,118.459856235046,Shandong Province,,
39.33713703041124,117.35190232496588,TIANJIN ,,
31.885202081202703,88.26328181847042,Tibet,,
-29.087656614278163,25.198586758605924,Afrique du sud,,
37.55849856324429,104.49299127653366,China Maps,,
30.735934,103.667679,Bashania qingchenshanensis,"**Caractéristiques** 
** Résistance au froid :  -20°C ( Zone 6) 
** Taille : 2,5 à 4 m. 
** Aspect : 
** Chaume : Maximum 1cm de diamètre. Couleur Vert avec du jaune –vert.
** Feuilles : Moyen à large de 20 cm de longueur sur 3cm de largeur. Vert foncé avec des éclaircissements en hiver.

**Image :** {{https://rezo-plant.com/wp-content/uploads/2024/10/bas-qing4-scaled.jpeg}}

## Régions endémiques : 
Sud de la Chine : Qingchengshan montagne dans la province du Sichuan.

**Remarques**
Risque d'extinction prévu : **menacé**

Originaire de l’Ouest du Sichuan, à basse altitude (entre 800 et 1100 mètres), ce petit bambou a pris le nom de la superbe montagne sacrée :Qingcheng shan. 
La multiplication des temples et des visiteurs sur cette montagne ne favorise pas l’observation du Bashania qingchengshanensis sur les flancs de celle-ci, mais lorsque l’on s’éloigne un peu à l’Ouest, on retrouve alors ce superbe bambou au feuillage très dense.
","**Caractéristiques** 
** Résistance au froid :  -20°C ( Zone 6) 
** Taille : 2,5 à 4 m. 
** Aspect : 
** Chaume : Maximum 1cm de diamètre. Couleur Vert avec du jaune –vert.
** Feuilles : Moyen à large de 20 cm de longueur sur 3cm de largeur. Vert foncé avec des éclaircissements en hiver.

**Image :** {{https://rezo-plant.com/wp-content/uploads/2024/10/bas-qing4-scaled.jpeg}}

## Régions endémiques : 
Sud de la Chine : Qingchengshan montagne dans la province du Sichuan.

**Remarques**
Risque d'extinction prévu : **menacé**

Originaire de l’Ouest du Sichuan, à basse altitude (entre 800 et 1100 mètres), ce petit bambou a pris le nom de la superbe montagne sacrée :Qingcheng shan. 
La multiplication des temples et des visiteurs sur cette montagne ne favorise pas l’observation du Bashania qingchengshanensis sur les flancs de celle-ci, mais lorsque l’on s’éloigne un peu à l’Ouest, on retrouve alors ce superbe bambou au feuillage très dense.
"
30.709109017287496,102.72469062308369,Sichuan Province,"**Nom pinyin :** 四川省 (Sìchuān), « Quatre rivières », faisant référence au Min, au Tuo, au Jialing et au Wu, les quatre rivières du Yangzi Jiang. 
# Données Géographiques
**Superficie :** 487 000 km2
**Régions et pays voisins :** Birmanie, Laos, Népal,…
**Chef-lieu :** Chengdu 
**Villes principales :** 
Chengdu, Nanchong, Dazhou, Yibin, Leshan.

# Données démographiques
**Population : **81,1 millions habitants
**Densité de population**: 165 hab./km2.

# Organisation territoriale
**Division administration :**
17 villes-préfectures et deux préfectures autonomes tibétaine (Zang) et Qiang.

# Autres informations
**Climat : ** climat subtropical
**Zones protégées :** Région très montagneuse dont les sommets sont hauts de 6 000, à 7 000 mètres.
**Culture/tourisme :** 
** Opéra : (川剧)  comporte des aspects comiques et de l’acrobatie.
** Art culinaire (HottPot,..), 
** Nombreux sites inscrits au patrimoine mondial de l’UNESCO (Grand Bouddha de Leshan, Sculptures rupestres de Dazu, Sanctuaire du grand panda du Sichuan, Mont Emei, Vallée de Jiuzhaigou,…)

# Economie:
Le Sichuan était historiquement connu comme le « grenier à blé » de la Chine. Grâce à son climat et à un système d’irrigation millénaire mais encore efficace, c’est l’une des principales provinces chinoises en termes de production agricole. Le grain, incluant le riz et le blé, reste la production principale et la plus rentable, ce qui plaça la Chine au 1er rang en 1999.
Le Sichuan est également producteur du poivre du Sichuan, utilisé dans différentes cuisines du monde.

# Faune du Sichuan :

Elle notamment connue pour abriter les Pandas Géant, qui sont la vedette de cette région, ainsi  que 
** le panda roux,
** le singe doré,
**  cerf d’eau de Sichuan,
** Léopard des neiges,
** Le takin, entre autres,
** Et, plus de 300 espèces d’oiseaux ont été recensées dans la réserve naturelle de Jiuzhaigou, dont le faisan doré, l’ibis du Tibet et le magnifique geai bleu.

# Flore du Sichuan
Sur le plan botanique, il s’agit de l’un des sites les plus riches du monde, en dehors des forêts tropicales ombrophiles, avec sa flore qui compte entre 5 000 et 6 000 espèces appartenant à plus de 1 000 genres.
Le Sichuan présente une grande variété de paysages, allant des forêts tropicales aux prairies alpines.
** Les pins de Chine, 
** Et, les épicéas et les cyprès sont des arbres communs dans les régions montagneuses.
** Les rhododendrons, avec leurs fleurs colorées, sont également présents en abondance dans certaines parties de la province.

Pour plus d'informations : 
 [[http://www.chinatoday.com.cn/lachine/2008/0806/p38.htm]]","**Nom pinyin :** 四川省 (Sìchuān), « Quatre rivières », faisant référence au Min, au Tuo, au Jialing et au Wu, les quatre rivières du Yangzi Jiang. 
# Données Géographiques
**Superficie :** 487 000 km2
**Régions et pays voisins :** Birmanie, Laos, Népal,…
**Chef-lieu :** Chengdu 
**Villes principales :** 
Chengdu, Nanchong, Dazhou, Yibin, Leshan.

# Données démographiques
**Population : **81,1 millions habitants
**Densité de population**: 165 hab./km2.

# Organisation territoriale
**Division administration :**
17 villes-préfectures et deux préfectures autonomes tibétaine (Zang) et Qiang.

# Autres informations
**Climat : ** climat subtropical
**Zones protégées :** Région très montagneuse dont les sommets sont hauts de 6 000, à 7 000 mètres.
**Culture/tourisme :** 
** Opéra : (川剧)  comporte des aspects comiques et de l’acrobatie.
** Art culinaire (HottPot,..), 
** Nombreux sites inscrits au patrimoine mondial de l’UNESCO (Grand Bouddha de Leshan, Sculptures rupestres de Dazu, Sanctuaire du grand panda du Sichuan, Mont Emei, Vallée de Jiuzhaigou,…)

# Economie:
Le Sichuan était historiquement connu comme le « grenier à blé » de la Chine. Grâce à son climat et à un système d’irrigation millénaire mais encore efficace, c’est l’une des principales provinces chinoises en termes de production agricole. Le grain, incluant le riz et le blé, reste la production principale et la plus rentable, ce qui plaça la Chine au 1er rang en 1999.
Le Sichuan est également producteur du poivre du Sichuan, utilisé dans différentes cuisines du monde.

# Faune du Sichuan :

Elle notamment connue pour abriter les Pandas Géant, qui sont la vedette de cette région, ainsi  que 
** le panda roux,
** le singe doré,
**  cerf d’eau de Sichuan,
** Léopard des neiges,
** Le takin, entre autres,
** Et, plus de 300 espèces d’oiseaux ont été recensées dans la réserve naturelle de Jiuzhaigou, dont le faisan doré, l’ibis du Tibet et le magnifique geai bleu.

# Flore du Sichuan
Sur le plan botanique, il s’agit de l’un des sites les plus riches du monde, en dehors des forêts tropicales ombrophiles, avec sa flore qui compte entre 5 000 et 6 000 espèces appartenant à plus de 1 000 genres.
Le Sichuan présente une grande variété de paysages, allant des forêts tropicales aux prairies alpines.
** Les pins de Chine, 
** Et, les épicéas et les cyprès sont des arbres communs dans les régions montagneuses.
** Les rhododendrons, avec leurs fleurs colorées, sont également présents en abondance dans certaines parties de la province.

Pour plus d'informations : 
 [[http://www.chinatoday.com.cn/lachine/2008/0806/p38.htm]]"
26.83236683954797,106.87866378864305,GUIZHOU PROVINCE,,
30.709109017287496,102.72469062308369,Sichuan Province,"**Nom pinyin :** 四川省 (Sìchuān), « Quatre rivières », faisant référence au Min, au Tuo, au Jialing et au Wu, les quatre rivières du Yangzi Jiang. 
# Données Géographiques
**Superficie :** 487 000 km2
**Régions et pays voisins :** Birmanie, Laos, Népal,…
**Chef-lieu :** Chengdu 
**Villes principales :** 
Chengdu, Nanchong, Dazhou, Yibin, Leshan.

# Données démographiques
**Population : **81,1 millions habitants
**Densité de population**: 165 hab./km2.

# Organisation territoriale
**Division administration :**
17 villes-préfectures et deux préfectures autonomes tibétaine (Zang) et Qiang.

# Autres informations
**Climat : ** climat subtropical
**Zones protégées :** Région très montagneuse dont les sommets sont hauts de 6 000, à 7 000 mètres.
**Culture/tourisme :** 
** Opéra : (川剧)  comporte des aspects comiques et de l’acrobatie.
** Art culinaire (HottPot,..), 
** Nombreux sites inscrits au patrimoine mondial de l’UNESCO (Grand Bouddha de Leshan, Sculptures rupestres de Dazu, Sanctuaire du grand panda du Sichuan, Mont Emei, Vallée de Jiuzhaigou,…)

# Economie:
Le Sichuan était historiquement connu comme le « grenier à blé » de la Chine. Grâce à son climat et à un système d’irrigation millénaire mais encore efficace, c’est l’une des principales provinces chinoises en termes de production agricole. Le grain, incluant le riz et le blé, reste la production principale et la plus rentable, ce qui plaça la Chine au 1er rang en 1999.
Le Sichuan est également producteur du poivre du Sichuan, utilisé dans différentes cuisines du monde.

# Faune du Sichuan :

Elle notamment connue pour abriter les Pandas Géant, qui sont la vedette de cette région, ainsi  que 
** le panda roux,
** le singe doré,
**  cerf d’eau de Sichuan,
** Léopard des neiges,
** Le takin, entre autres,
** Et, plus de 300 espèces d’oiseaux ont été recensées dans la réserve naturelle de Jiuzhaigou, dont le faisan doré, l’ibis du Tibet et le magnifique geai bleu.

# Flore du Sichuan
Sur le plan botanique, il s’agit de l’un des sites les plus riches du monde, en dehors des forêts tropicales ombrophiles, avec sa flore qui compte entre 5 000 et 6 000 espèces appartenant à plus de 1 000 genres.
Le Sichuan présente une grande variété de paysages, allant des forêts tropicales aux prairies alpines.
** Les pins de Chine, 
** Et, les épicéas et les cyprès sont des arbres communs dans les régions montagneuses.
** Les rhododendrons, avec leurs fleurs colorées, sont également présents en abondance dans certaines parties de la province.

Pour plus d'informations : 
 [[http://www.chinatoday.com.cn/lachine/2008/0806/p38.htm]]","**Nom pinyin :** 四川省 (Sìchuān), « Quatre rivières », faisant référence au Min, au Tuo, au Jialing et au Wu, les quatre rivières du Yangzi Jiang. 
# Données Géographiques
**Superficie :** 487 000 km2
**Régions et pays voisins :** Birmanie, Laos, Népal,…
**Chef-lieu :** Chengdu 
**Villes principales :** 
Chengdu, Nanchong, Dazhou, Yibin, Leshan.

# Données démographiques
**Population : **81,1 millions habitants
**Densité de population**: 165 hab./km2.

# Organisation territoriale
**Division administration :**
17 villes-préfectures et deux préfectures autonomes tibétaine (Zang) et Qiang.

# Autres informations
**Climat : ** climat subtropical
**Zones protégées :** Région très montagneuse dont les sommets sont hauts de 6 000, à 7 000 mètres.
**Culture/tourisme :** 
** Opéra : (川剧)  comporte des aspects comiques et de l’acrobatie.
** Art culinaire (HottPot,..), 
** Nombreux sites inscrits au patrimoine mondial de l’UNESCO (Grand Bouddha de Leshan, Sculptures rupestres de Dazu, Sanctuaire du grand panda du Sichuan, Mont Emei, Vallée de Jiuzhaigou,…)

# Economie:
Le Sichuan était historiquement connu comme le « grenier à blé » de la Chine. Grâce à son climat et à un système d’irrigation millénaire mais encore efficace, c’est l’une des principales provinces chinoises en termes de production agricole. Le grain, incluant le riz et le blé, reste la production principale et la plus rentable, ce qui plaça la Chine au 1er rang en 1999.
Le Sichuan est également producteur du poivre du Sichuan, utilisé dans différentes cuisines du monde.

# Faune du Sichuan :

Elle notamment connue pour abriter les Pandas Géant, qui sont la vedette de cette région, ainsi  que 
** le panda roux,
** le singe doré,
**  cerf d’eau de Sichuan,
** Léopard des neiges,
** Le takin, entre autres,
** Et, plus de 300 espèces d’oiseaux ont été recensées dans la réserve naturelle de Jiuzhaigou, dont le faisan doré, l’ibis du Tibet et le magnifique geai bleu.

# Flore du Sichuan
Sur le plan botanique, il s’agit de l’un des sites les plus riches du monde, en dehors des forêts tropicales ombrophiles, avec sa flore qui compte entre 5 000 et 6 000 espèces appartenant à plus de 1 000 genres.
Le Sichuan présente une grande variété de paysages, allant des forêts tropicales aux prairies alpines.
** Les pins de Chine, 
** Et, les épicéas et les cyprès sont des arbres communs dans les régions montagneuses.
** Les rhododendrons, avec leurs fleurs colorées, sont également présents en abondance dans certaines parties de la province.

Pour plus d'informations : 
 [[http://www.chinatoday.com.cn/lachine/2008/0806/p38.htm]]"
25.017201098533096,101.48419446401215,YUNNAN PROVINCE,,
25.045792,100.92041,Yushania anceps,"**Caractéristiques** 
** Résistance au froid:  -10°C 
** Taille : De 3 à 6 m .Et 3 cm de diamètre.
** Aspect : Bambou non-traçant Port Érigé, dense.
** Feuilles :  Le feuillage est persistant et dense, avec des feuilles longues de couleur vert foncé. De 15 cm de long; et 0,18 cm de large.


**Image :** {{http://bamboosourcery.com/wp-content/uploads/2017/06/IMG_8858.jpg}}

## Régions endémiques : 
Chine : Provinces du Sichuan, Guizhou, et Yunnan.

**Remarques**
Non-traçant, ce qui signifie qu'il se propage moins rapidement que d'autres bambous traçants,","**Caractéristiques** 
** Résistance au froid:  -10°C 
** Taille : De 3 à 6 m .Et 3 cm de diamètre.
** Aspect : Bambou non-traçant Port Érigé, dense.
** Feuilles :  Le feuillage est persistant et dense, avec des feuilles longues de couleur vert foncé. De 15 cm de long; et 0,18 cm de large.


**Image :** {{http://bamboosourcery.com/wp-content/uploads/2017/06/IMG_8858.jpg}}

## Régions endémiques : 
Chine : Provinces du Sichuan, Guizhou, et Yunnan.

**Remarques**
Non-traçant, ce qui signifie qu'il se propage moins rapidement que d'autres bambous traçants,"
30.505484,101.469727,Yushania anceps,"**Caractéristiques** 
** Résistance au froid :  -10°C 
** Taille : 3 à 6 m . Et 3 cm de diamètre.
** Aspect : Bambou non-traçant Port Érigé, dense.
** Feuilles :  Le feuillage est persistant et dense, avec des feuilles longues de couleur vert foncé. 15 cm long;  et 0,18 cm de large.


**Image :** {{http://bamboosourcery.com/wp-content/uploads/2017/06/IMG_8858.jpg}}

## Régions endémiques : 
Chine : Provinces du Sichuan, Guizhou, et Yunnan.

**Remarques**
Non-traçant, ce qui signifie qu'il se propage moins rapidement que d'autres bambous traçants,","**Caractéristiques** 
** Résistance au froid :  -10°C 
** Taille : 3 à 6 m . Et 3 cm de diamètre.
** Aspect : Bambou non-traçant Port Érigé, dense.
** Feuilles :  Le feuillage est persistant et dense, avec des feuilles longues de couleur vert foncé. 15 cm long;  et 0,18 cm de large.


**Image :** {{http://bamboosourcery.com/wp-content/uploads/2017/06/IMG_8858.jpg}}

## Régions endémiques : 
Chine : Provinces du Sichuan, Guizhou, et Yunnan.

**Remarques**
Non-traçant, ce qui signifie qu'il se propage moins rapidement que d'autres bambous traçants,"
25.859224,106.259766,Yushania anceps,"**Caractéristiques** 
** Résistance au froid :  -10°C 
** Taille : De 3 à 6 m de haut .Et 3 cm de diamètre.
** Aspect : Bambou non-traçant Port Érigé, dense.
** Feuilles :  Le feuillage est persistant et dense, avec des feuilles longues de couleur vert foncé. 15 cm de long; et 0,18 cm de large.


**Image :** {{http://bamboosourcery.com/wp-content/uploads/2017/06/IMG_8858.jpg}}

## Régions endémiques : 
Chine : Provinces du Sichuan, Guizhou, et Yunnan.

**Remarques**
Non-traçant, ce qui signifie qu'il se propage moins rapidement que d'autres bambous traçants,","**Caractéristiques** 
** Résistance au froid :  -10°C 
** Taille : De 3 à 6 m de haut .Et 3 cm de diamètre.
** Aspect : Bambou non-traçant Port Érigé, dense.
** Feuilles :  Le feuillage est persistant et dense, avec des feuilles longues de couleur vert foncé. 15 cm de long; et 0,18 cm de large.


**Image :** {{http://bamboosourcery.com/wp-content/uploads/2017/06/IMG_8858.jpg}}

## Régions endémiques : 
Chine : Provinces du Sichuan, Guizhou, et Yunnan.

**Remarques**
Non-traçant, ce qui signifie qu'il se propage moins rapidement que d'autres bambous traçants,"
